time,x-acceleration,y-acceleration,z-acceleration
11.760,0.994,-0.175,-0.002
11.780,1.000,-0.153,-0.031
11.800,1.041,-0.138,-0.056
11.820,1.100,-0.128,-0.022
11.840,1.145,-0.115,-0.000
11.860,1.258,-0.204,-0.023
11.880,1.353,-0.269,-0.073
11.900,1.371,-0.305,-0.046
11.920,1.395,-0.368,-0.009
11.940,1.477,-0.466,-0.005
11.960,1.434,-0.548,-0.038
11.980,1.425,-0.592,-0.039
12.000,1.316,-0.574,-0.039
12.020,1.198,-0.525,-0.051
12.040,1.135,-0.463,-0.041
12.060,1.205,-0.427,-0.030
12.080,1.315,-0.437,-0.038
12.100,1.304,-0.420,-0.046
12.120,1.238,-0.379,-0.038
12.140,1.220,-0.349,-0.019
12.160,1.177,-0.352,-0.016
12.180,1.136,-0.372,-0.021
12.200,1.093,-0.388,-0.012
12.220,1.060,-0.401,-0.006
12.240,1.032,-0.430,-0.012
12.260,0.953,-0.428,-0.021
12.280,0.881,-0.388,-0.031
12.300,0.845,-0.383,-0.029
12.320,0.816,-0.403,-0.032
12.340,0.771,-0.408,-0.039
12.360,0.746,-0.380,-0.022
12.380,0.715,-0.328,-0.017
12.400,0.692,-0.310,-0.015
12.420,0.656,-0.312,-0.012
12.440,0.568,-0.266,-0.025
12.460,0.437,-0.190,-0.018
12.480,0.313,-0.130,-0.008
12.500,0.135,-0.012,0.010
12.520,0.008,0.098,0.018
12.540,-0.120,0.095,0.052
12.560,-0.009,0.149,-0.189
12.580,0.072,0.350,-0.005
12.600,-0.247,0.216,-0.004
12.620,-0.128,0.025,0.030
12.640,-0.051,0.307,-0.013
12.660,0.240,0.044,-0.182
12.680,0.342,-0.274,-0.560
12.700,0.339,-0.081,-0.031
12.720,0.447,-0.074,0.026
12.740,0.559,-0.140,0.009
12.760,0.630,-0.177,-0.036
12.780,0.645,-0.125,-0.018
12.800,0.695,-0.173,-0.023
12.820,0.770,-0.211,-0.042
12.840,0.794,-0.162,-0.030
12.860,0.830,-0.172,-0.039
12.880,0.863,-0.229,-0.058
12.900,0.934,-0.230,-0.057
12.920,0.913,-0.185,-0.023
12.940,0.961,-0.193,-0.066
12.960,0.972,-0.222,-0.060
12.980,0.938,-0.210,-0.020
13.000,0.943,-0.198,-0.025
13.020,1.009,-0.183,-0.068
13.040,1.025,-0.190,-0.077
13.060,1.005,-0.187,-0.049
13.080,1.026,-0.179,-0.036
13.100,1.067,-0.204,-0.059
13.120,1.016,-0.186,-0.066
13.140,0.952,-0.160,-0.060
13.160,0.909,-0.166,-0.066
13.180,0.918,-0.186,-0.068
13.200,0.963,-0.203,-0.052
13.220,1.056,-0.218,-0.042
13.240,1.167,-0.299,-0.067
13.260,1.249,-0.350,-0.068
13.280,1.350,-0.380,-0.022
13.300,1.495,-0.437,-0.007
13.320,1.629,-0.516,-0.035
13.340,1.691,-0.529,-0.037
13.360,1.697,-0.489,-0.044
13.380,1.705,-0.446,-0.073
