time,x-acceleration,y-acceleration,z-acceleration
10.060,-0.184,0.185,0.065
10.080,-0.155,0.209,-0.330
10.100,-0.402,0.111,-0.018
10.120,-0.130,0.104,0.054
10.140,-0.166,0.172,-0.025
10.160,0.101,0.245,-0.012
10.180,0.267,0.212,-0.169
10.200,0.173,0.266,0.028
10.220,0.240,0.287,0.024
10.240,0.419,0.351,-0.022
10.260,0.471,0.427,-0.033
10.280,0.510,0.418,0.003
10.300,0.728,0.507,-0.039
10.320,0.752,0.517,0.006
10.340,0.792,0.548,-0.014
10.360,0.777,0.591,-0.034
10.380,0.766,0.588,-0.039
10.400,0.863,0.607,-0.056
10.420,0.870,0.649,-0.066
10.440,0.864,0.639,-0.067
10.460,0.897,0.603,-0.069
10.480,1.019,0.602,-0.093
10.500,1.086,0.615,-0.084
10.520,0.997,0.597,-0.065
10.540,0.965,0.571,-0.072
10.560,0.882,0.607,-0.069
10.580,0.873,0.614,-0.051
10.600,0.873,0.618,-0.039
10.620,0.918,0.645,-0.046
10.640,0.923,0.655,-0.039
10.660,0.903,0.651,-0.031
10.680,0.898,0.639,-0.026
10.700,0.918,0.631,-0.061
10.720,0.969,0.643,-0.052
10.740,1.087,0.702,-0.055
10.760,1.238,0.755,-0.095
10.780,1.307,0.759,-0.133
10.800,1.392,0.787,-0.131
10.820,1.487,0.835,-0.133
10.840,1.532,0.855,-0.124
10.860,1.529,0.900,-0.101
10.880,1.432,0.925,-0.085
10.900,1.351,0.944,-0.079
10.920,1.276,0.966,-0.054
10.940,1.223,0.984,-0.031
10.960,1.170,1.002,-0.037
10.980,1.032,0.908,-0.040
11.000,0.945,0.859,-0.039
11.020,0.965,0.823,-0.032
11.040,0.906,0.774,-0.024
11.060,0.865,0.725,-0.025
11.080,0.846,0.686,-0.025
11.100,0.804,0.637,-0.034
11.120,0.746,0.597,-0.053
11.140,0.728,0.515,-0.033
11.160,0.734,0.468,-0.010
11.180,0.705,0.439,0.004
11.200,0.688,0.438,0.023
11.220,0.714,0.466,0.016
11.240,0.745,0.412,0.018
11.260,0.713,0.430,0.028
11.280,0.696,0.417,-0.005
11.300,0.643,0.389,-0.008
11.320,0.564,0.336,-0.018
11.340,0.475,0.292,-0.032
11.360,0.321,0.238,-0.036
11.380,0.154,0.202,-0.014
11.400,-0.007,0.206,0.011
11.420,-0.105,0.182,0.019
11.440,-0.035,0.153,-0.005
11.460,-0.248,0.203,-0.100
11.480,-0.195,0.138,0.028
11.500,0.054,0.260,-0.004
11.520,0.203,0.200,0.007
11.540,0.130,0.234,0.050
11.560,0.331,0.309,0.035
11.580,0.451,0.406,-0.014
11.600,0.508,0.445,-0.008
11.620,0.629,0.520,-0.006
11.640,0.683,0.540,-0.012
11.660,0.762,0.550,-0.018
11.680,0.759,0.588,0.005
11.700,0.769,0.608,-0.000
11.720,0.775,0.632,-0.003
11.740,0.767,0.616,0.012
11.760,0.773,0.652,-0.005
11.780,0.761,0.635,-0.038
11.800,0.792,0.619,-0.044
11.820,0.899,0.643,-0.046
11.840,0.951,0.713,-0.055
11.860,0.870,0.693,-0.049
11.880,0.832,0.687,-0.027
11.900,0.897,0.708,-0.013
11.920,0.921,0.706,-0.026
